鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[684.9575805664062, 691.7979736328125]","[675.2086791992188, 682.049072265625]","[665.4597778320312, 701.546875]","[665.4597778320312, 721.0446166992188]","[636.2130737304688, 750.291259765625]","[762.94873046875, 789.286865234375]","[694.7064819335938, 847.7802734375]","[694.7064819335938, 730.7935180664062]","[587.4686889648438, 867.2780151367188]","[665.4597778320312, 760.0402221679688]","[577.7197875976562, 769.7890625]","[1026.168701171875, 838.0313110351562]","[1016.419921875, 886.7757568359375]","[1230.8955078125, 711.2957153320312]","[1221.1466064453125, 730.7935180664062]","[1416.12451171875, 896.524658203125]","[1416.12451171875, 935.520263671875]"
"[693.4660034179688, 691.47119140625]","[673.9006958007812, 681.6885375976562]","[664.1179809570312, 701.25390625]","[664.1179809570312, 720.8192138671875]","[644.5526733398438, 750.167236328125]","[771.7274169921875, 789.2979125976562]","[703.2487182617188, 857.7766723632812]","[693.4660034179688, 730.6018676757812]","[585.8566284179688, 867.559326171875]","[654.3353271484375, 730.6018676757812]","[576.0739135742188, 769.7326049804688]","[1026.076904296875, 838.2113037109375]","[1016.2942504882812, 887.1246337890625]","[1231.512939453125, 711.0365600585938]","[1221.7303466796875, 730.6018676757812]","[1417.3837890625, 906.68994140625]","[1417.3837890625, 936.0380249023438]"
"[702.0372924804688, 669.2849731445312]","[683.5238647460938, 650.7716064453125]","[674.2672119140625, 678.5416259765625]","[1442.572509765625, 928.4722900390625]","[646.4971313476562, 734.081787109375]","[757.5774536132812, 771.1085205078125]","[692.7805786132812, 835.9053955078125]","[692.7805786132812, 687.79833984375]","[600.2136840820312, 845.1620483398438]","[683.5238647460938, 724.8250732421875]","[600.2136840820312, 743.3385009765625]","[1035.278076171875, 826.648681640625]","[1016.7648315429688, 891.445556640625]","[1220.411865234375, 706.3117065429688]","[1220.411865234375, 734.081787109375]","[1414.802490234375, 919.215576171875]","[1414.802490234375, 937.7289428710938]"
"[712.830078125, 659.0756225585938]","[703.5896606445312, 649.8351440429688]","[685.1088256835938, 668.3161010742188]","[1442.8238525390625, 936.2883911132812]","[657.3875122070312, 714.5182495117188]","[768.2726440429688, 760.7202758789062]","[703.5896606445312, 825.4032592773438]","[703.5896606445312, 696.0372924804688]","[611.1853637695312, 834.6437377929688]","[685.1088256835938, 696.0372924804688]","[601.9449462890625, 732.9990844726562]","[1036.2449951171875, 825.4032592773438]","[1008.5238647460938, 899.3267211914062]","[1221.0535888671875, 705.2777709960938]","[1221.0535888671875, 723.7586059570312]","[1415.1025390625, 917.8075561523438]","[1405.8621826171875, 936.2883911132812]"
"[724.364013671875, 652.0107421875]","[706.3170776367188, 642.9873046875]","[697.2936401367188, 661.0341796875]","[1401.122802734375, 922.7142944335938]","[661.1998291015625, 706.1514892578125]","[760.4578247070312, 751.2687377929688]","[715.3405151367188, 814.432861328125]","[715.3405151367188, 697.1279907226562]","[616.0825805664062, 823.456298828125]","[661.1998291015625, 688.1045532226562]","[607.0591430664062, 724.1983642578125]","[1031.1612548828125, 823.456298828125]","[1013.1144409179688, 895.6439208984375]","[1229.67724609375, 706.1514892578125]","[1220.65380859375, 724.1983642578125]","[1419.169677734375, 904.6673583984375]","[1410.146240234375, 931.7377319335938]"
"[724.4154663085938, 652.131103515625]","[706.36767578125, 643.107177734375]","[697.34375, 661.155029296875]","[1401.208984375, 922.8485107421875]","[661.2481079101562, 706.2745971679688]","[760.5111694335938, 751.3941650390625]","[715.3915405273438, 814.5615844726562]","[715.3915405273438, 697.2506713867188]","[616.1285400390625, 823.58544921875]","[661.2481079101562, 688.2267456054688]","[607.1046142578125, 724.3224487304688]","[1031.228515625, 823.58544921875]","[1013.1807861328125, 895.7767944335938]","[1229.754638671875, 706.2745971679688]","[1220.730712890625, 724.3224487304688]","[1419.2568359375, 904.8007202148438]","[1410.23291015625, 922.8485107421875]"
"[724.5364379882812, 648.3280639648438]","[715.4456787109375, 630.1464233398438]","[697.2640991210938, 648.3280639648438]","[1442.70751953125, 930.1420288085938]","[679.0825805664062, 693.7819213867188]","[788.171875, 739.2357788085938]","[715.4456787109375, 802.8711547851562]","[733.6272583007812, 684.6911010742188]","[615.4471435546875, 802.8711547851562]","[697.2640991210938, 693.7819213867188]","[624.5379028320312, 702.8726196289062]","[1042.7135009765625, 830.1434936523438]","[1015.4412231445312, 893.7789916992188]","[1224.529052734375, 711.9634399414062]","[1224.529052734375, 721.0541381835938]","[1415.435302734375, 911.9605102539062]","[1406.344482421875, 930.1420288085938]"
"[732.2457275390625, 630.2260131835938]","[723.2398071289062, 621.2201538085938]","[705.2280883789062, 630.2260131835938]","[660.1986694335938, 684.2612915039062]","[678.2103881835938, 684.2612915039062]","[786.2810668945312, 738.2965698242188]","[723.2398071289062, 792.3319702148438]","[741.2516479492188, 684.2612915039062]","[624.1751098632812, 792.3319702148438]","[669.2045288085938, 666.2494506835938]","[633.1809692382812, 684.2612915039062]","[1038.44580078125, 828.3554077148438]","[1020.43408203125, 891.3966674804688]","[1227.5693359375, 711.2789916992188]","[1227.5693359375, 720.2848510742188]","[1398.6812744140625, 918.4142456054688]","[1407.6871337890625, 927.4202270507812]"
"[732.1874389648438, 630.4806518554688]","[723.1884765625, 621.4816284179688]","[705.1904907226562, 630.4806518554688]","[660.1954956054688, 684.4746704101562]","[678.1934814453125, 684.4746704101562]","[777.1824951171875, 738.4686889648438]","[723.1884765625, 792.4625854492188]","[741.1864624023438, 684.4746704101562]","[624.199462890625, 792.4625854492188]","[669.1944580078125, 666.4766235351562]","[633.198486328125, 684.4746704101562]","[1038.1533203125, 828.4586791992188]","[1020.1554565429688, 891.4515991210938]","[1227.13232421875, 711.4716186523438]","[1227.13232421875, 720.4706420898438]","[1398.11328125, 909.4496459960938]","[1407.1123046875, 927.4476928710938]"
"[751.0399780273438, 625.1996459960938]","[742.4095458984375, 616.5692749023438]","[725.1488037109375, 625.1996459960938]","[656.1058349609375, 668.3515014648438]","[690.6273193359375, 668.3515014648438]","[776.9310913085938, 720.1337280273438]","[716.5184326171875, 780.5463256835938]","[751.0399780273438, 685.6122436523438]","[630.2147216796875, 780.5463256835938]","[699.2576904296875, 676.9818725585938]","[638.8450927734375, 694.2426147460938]","[1027.2117919921875, 815.0678100585938]","[1009.9511108398438, 901.3715209960938]","[1225.7103271484375, 702.8729858398438]","[1225.7103271484375, 737.3944702148438]","[1398.3177490234375, 910.0018920898438]","[1406.9481201171875, 927.2626342773438]"
"[777.2909545898438, 598.1361694335938]","[768.7487182617188, 581.0517578125]","[751.6641845703125, 598.1361694335938]","[691.8684692382812, 657.9319458007812]","[717.4952392578125, 632.3052368164062]","[802.9176635742188, 709.1853637695312]","[743.1219482421875, 751.8966674804688]","[768.7487182617188, 675.0164184570312]","[657.6995239257812, 743.3544311523438]","[734.5797119140625, 657.9319458007812]","[674.7839965820312, 657.9319458007812]","[1033.55810546875, 820.2345581054688]","[1007.9314575195312, 897.1146850585938]","[1221.487548828125, 700.6431274414062]","[1230.02978515625, 726.2698364257812]","[1392.332275390625, 922.7415161132812]","[1409.4168701171875, 931.2836303710938]"
"[794.3076782226562, 594.3204956054688]","[785.87744140625, 577.4600219726562]","[760.5867309570312, 585.8901977539062]","[701.5751342773438, 644.9017944335938]","[726.8658447265625, 619.6111450195312]","[802.7379150390625, 703.9133911132812]","[752.1565551757812, 746.0645141601562]","[777.4472045898438, 661.7622680664062]","[676.2844848632812, 729.2041625976562]","[743.726318359375, 636.4716186523438]","[684.7147216796875, 628.0413208007812]","[1030.35400390625, 830.3668823242188]","[1005.0634155273438, 889.3784790039062]","[1224.249267578125, 703.9133911132812]","[1232.679443359375, 720.7738647460938]","[1392.853759765625, 923.0994262695312]","[1409.7142333984375, 923.0994262695312]"
"[794.0437622070312, 594.5477905273438]","[785.6129150390625, 577.6860961914062]","[760.3204956054688, 586.116943359375]","[701.3047485351562, 645.1326293945312]","[726.5972290039062, 619.8401489257812]","[802.4745483398438, 704.1482543945312]","[751.8896484375, 746.3024291992188]","[777.1820678710938, 661.9942016601562]","[676.0123291015625, 729.4407348632812]","[735.0280151367188, 636.7018432617188]","[684.4431762695312, 628.2710571289062]","[1030.1064453125, 830.6105346679688]","[1004.8140869140625, 889.6261596679688]","[1224.01513671875, 704.1482543945312]","[1232.4459228515625, 721.0099487304688]","[1392.63134765625, 923.3494262695312]","[1409.492919921875, 923.3494262695312]"
"[809.09326171875, 585.5599365234375]","[792.5855712890625, 569.05224609375]","[784.3317260742188, 577.3060913085938]","[718.3009033203125, 643.3369140625]","[743.0624389648438, 610.3214721679688]","[809.09326171875, 701.1138305664062]","[759.5701293945312, 734.1292724609375]","[792.5855712890625, 659.8446044921875]","[693.5393676757812, 709.3677368164062]","[751.3163452148438, 635.0830688476562]","[701.793212890625, 618.5753173828125]","[1031.947265625, 816.6677856445312]","[1007.1857299804688, 890.9524536132812]","[1230.0396728515625, 701.1138305664062]","[1230.0396728515625, 725.8754272460938]","[1395.11669921875, 923.9678344726562]","[1411.6243896484375, 932.2217407226562]"
"[827.27587890625, 583.06005859375]","[819.15576171875, 558.6996459960938]","[802.9154052734375, 566.8197631835938]","[721.7139282226562, 615.5405883789062]","[754.1945190429688, 599.3003540039062]","[819.15576171875, 688.6220092773438]","[770.434814453125, 729.2227172851562]","[802.9154052734375, 639.9010620117188]","[705.4736938476562, 696.7421264648438]","[770.434814453125, 583.06005859375]","[713.5938110351562, 599.3003540039062]","[1038.399658203125, 818.5443725585938]","[1014.039306640625, 883.5055541992188]","[1233.283203125, 696.7421264648438]","[1233.283203125, 721.1024780273438]","[1403.806396484375, 907.8659057617188]","[1411.926513671875, 924.1062622070312]"
"[827.2106323242188, 583.0049438476562]","[819.0983276367188, 558.6681518554688]","[802.8737182617188, 566.7803344726562]","[721.7509155273438, 615.4540405273438]","[754.2000732421875, 599.2294921875]","[819.0983276367188, 688.464599609375]","[770.4246215820312, 729.0260009765625]","[802.8737182617188, 639.7908935546875]","[705.5263671875, 696.5768432617188]","[770.4246215820312, 591.1172485351562]","[713.638671875, 607.341796875]","[1038.1298828125, 818.2611083984375]","[1013.7930297851562, 883.1593017578125]","[1232.824462890625, 696.5768432617188]","[1232.824462890625, 720.9136962890625]","[1411.294677734375, 915.6084594726562]","[1411.294677734375, 923.7207641601562]"
"[849.3392333984375, 570.8829956054688]","[833.8953247070312, 547.7171020507812]","[818.4513549804688, 555.4390258789062]","[1443.93115234375, 872.0399169921875]","[772.1195068359375, 586.3269653320312]","[826.17333984375, 678.9906005859375]","[779.8414916992188, 717.6004638671875]","[818.4513549804688, 632.6587524414062]","[733.5096435546875, 686.7125854492188]","[795.2854614257812, 547.7171020507812]","[741.2316284179688, 586.3269653320312]","[1042.3885498046875, 817.9861450195312]","[1011.5006713867188, 879.7619018554688]","[1227.7158203125, 694.4345703125]","[1235.4378662109375, 717.6004638671875]","[1397.5992431640625, 910.6497802734375]","[1405.3212890625, 918.3717651367188]"
"[887.3466796875, 554.767578125]","[872.9703979492188, 533.2031860351562]","[858.5941162109375, 547.5794067382812]","[1390.515869140625, 906.9860229492188]","[815.46533203125, 561.9557495117188]","[851.4059448242188, 648.2133178710938]","[793.9009399414062, 691.3421020507812]","[844.2178344726562, 619.4607543945312]","[765.1483764648438, 662.5895385742188]","[844.2178344726562, 547.5794067382812]","[779.524658203125, 561.9557495117188]","[1045.485595703125, 806.3522338867188]","[1016.7330932617188, 885.4216918945312]","[1232.376953125, 691.3421020507812]","[1239.565185546875, 720.0946655273438]","[1390.515869140625, 899.7979125976562]","[1404.89208984375, 906.9860229492188]"
"[903.7235717773438, 548.3216552734375]","[903.7235717773438, 526.749267578125]","[882.1511840820312, 533.9400634765625]","[795.8616333007812, 555.512451171875]","[824.6248168945312, 555.512451171875]","[867.76953125, 641.8019409179688]","[795.8616333007812, 677.7559204101562]","[874.9603881835938, 584.275634765625]","[795.8616333007812, 648.9927368164062]","[839.0064086914062, 533.9400634765625]","[795.8616333007812, 555.512451171875]","[1047.539306640625, 814.3809814453125]","[1018.7761840820312, 886.2889404296875]","[1234.5, 692.1375122070312]","[1234.5, 720.9006958007812]","[1392.697265625, 907.8612670898438]","[1407.078857421875, 915.0521240234375]"
"[895.5817260742188, 548.2345581054688]","[887.9878540039062, 525.4528198242188]","[872.7999877929688, 533.0467529296875]","[1396.78076171875, 912.7429809570312]","[819.6425170898438, 555.8285522460938]","[872.7999877929688, 639.3616333007812]","[796.8607177734375, 677.3313598632812]","[880.3938598632812, 586.2042236328125]","[789.2667846679688, 654.5496215820312]","[850.0181884765625, 533.0467529296875]","[796.8607177734375, 555.8285522460938]","[1047.460205078125, 814.0220336914062]","[1024.678466796875, 882.3673706054688]","[1237.308349609375, 692.5192260742188]","[1237.308349609375, 722.8948364257812]","[1396.78076171875, 912.7429809570312]","[1404.374755859375, 912.7429809570312]"
"[917.1618041992188, 541.4337768554688]","[909.9231567382812, 526.9564819335938]","[895.4457397460938, 526.9564819335938]","[1394.9130859375, 903.36669921875]","[844.7752075195312, 548.6724243164062]","[880.9684448242188, 628.2977294921875]","[815.820556640625, 678.9683227539062]","[895.4457397460938, 570.3884887695312]","[808.5818481445312, 635.5363159179688]","[866.4911499023438, 534.1951293945312]","[815.820556640625, 541.4337768554688]","[1054.6962890625, 802.0254516601562]","[1025.7415771484375, 874.4120483398438]","[1235.66259765625, 686.2069702148438]","[1235.66259765625, 722.4002075195312]","[1394.9130859375, 903.36669921875]","[1409.390380859375, 917.843994140625]"
"[939.5209350585938, 540.4061889648438]","[939.5209350585938, 519.3262329101562]","[918.4409790039062, 526.3528442382812]","[827.0945434570312, 540.4061889648438]","[862.2277221679688, 540.4061889648438]","[890.3343505859375, 624.7258911132812]","[820.06787109375, 659.8591918945312]","[904.3876342773438, 575.5393676757812]","[827.0945434570312, 631.7526245117188]","[876.2810668945312, 526.3528442382812]","[827.0945434570312, 540.4061889648438]","[1051.947265625, 807.4187622070312]","[1030.8671875, 877.6852416992188]","[1241.666748046875, 687.9657592773438]","[1241.666748046875, 723.0989379882812]","[1396.2529296875, 891.738525390625]","[1403.2796630859375, 912.8184814453125]"
"[952.6843872070312, 536.7247924804688]","[952.6843872070312, 509.2066345214844]","[932.0458374023438, 522.9656982421875]","[842.6118774414062, 536.7247924804688]","[877.009521484375, 529.8452758789062]","[897.6481323242188, 626.1586303710938]","[835.7323608398438, 653.6768188476562]","[911.4071655273438, 578.0020141601562]","[842.6118774414062, 626.1586303710938]","[883.8890991210938, 522.9656982421875]","[842.6118774414062, 529.8452758789062]","[1048.997802734375, 805.0265502929688]","[1035.23876953125, 873.8218994140625]","[1241.624755859375, 688.0745239257812]","[1241.624755859375, 722.4721069335938]","[1386.0948486328125, 887.5809326171875]","[1406.7333984375, 915.0989990234375]"
"[958.9717407226562, 537.8062133789062]","[952.0958862304688, 510.3026428222656]","[931.4682006835938, 524.054443359375]","[848.9573364257812, 530.9303588867188]","[883.3368530273438, 537.8062133789062]","[897.088623046875, 627.1929931640625]","[835.2055053710938, 654.6965942382812]","[917.7163696289062, 572.1857299804688]","[842.0814208984375, 620.3170776367188]","[883.3368530273438, 524.054443359375]","[842.0814208984375, 530.9303588867188]","[1048.3583984375, 805.9664916992188]","[1034.606689453125, 874.7255249023438]","[1240.8837890625, 689.0761108398438]","[1240.8837890625, 723.4556274414062]","[1385.277587890625, 888.4772338867188]","[1412.78125, 915.9808959960938]"
"[976.9357299804688, 531.6376953125]","[970.2489624023438, 511.5775146484375]","[950.1888427734375, 518.2642211914062]","[856.57470703125, 531.6376953125]","[896.6950073242188, 531.6376953125]","[910.0684814453125, 618.5650634765625]","[836.5145874023438, 651.9986572265625]","[936.8153686523438, 551.6978149414062]","[863.2614135742188, 625.2517700195312]","[890.00830078125, 531.6376953125]","[856.57470703125, 531.6376953125]","[1057.17626953125, 799.1065063476562]","[1037.1160888671875, 879.34716796875]","[1237.7177734375, 685.4322509765625]","[1244.404541015625, 725.5525512695312]","[1384.82568359375, 892.7205810546875]","[1411.572509765625, 919.467529296875]"
"[989.546142578125, 534.4110717773438]","[983.0009155273438, 508.2301330566406]","[963.3651733398438, 514.7753295898438]","[878.2769775390625, 534.4110717773438]","[904.4579467773438, 521.3206176757812]","[917.5484008789062, 612.9540405273438]","[852.0960083007812, 645.6802368164062]","[956.8198852539062, 527.8659057617188]","[871.7317504882812, 606.4088134765625]","[897.9126586914062, 540.9563598632812]","[871.7317504882812, 527.8659057617188]","[1061.543701171875, 796.2208862304688]","[1041.907958984375, 874.7637939453125]","[1238.265380859375, 684.9517211914062]","[1244.810546875, 724.2232055664062]","[1395.3511962890625, 894.3995361328125]","[1401.896484375, 914.0352783203125]"
"[1007.2040405273438, 531.681396484375]","[1007.2040405273438, 512.5347290039062]","[988.0574340820312, 512.5347290039062]","[892.3241577148438, 531.681396484375]","[936.9996948242188, 518.9169921875]","[930.617431640625, 608.2680053710938]","[860.4130859375, 633.796875]","[975.29296875, 525.2991943359375]","[892.3241577148438, 601.8858032226562]","[956.1463012695312, 512.5347290039062]","[898.7063598632812, 512.5347290039062]","[1058.26171875, 793.3522338867188]","[1032.73291015625, 882.7033081054688]","[1243.345947265625, 684.8546142578125]","[1249.7281494140625, 723.1478881835938]","[1396.5191650390625, 895.4677124023438]","[1402.9013671875, 914.6143798828125]"
"[1006.8876342773438, 530.8408813476562]","[1006.8876342773438, 511.61846923828125]","[987.6652221679688, 511.61846923828125]","[891.552978515625, 530.8408813476562]","[942.8128051757812, 518.0259399414062]","[936.4053344726562, 607.7306518554688]","[865.923095703125, 633.3605346679688]","[974.8502197265625, 524.4334106445312]","[891.552978515625, 601.3231811523438]","[929.9978637695312, 530.8408813476562]","[897.9605102539062, 518.0259399414062]","[1058.1474609375, 799.9550170898438]","[1038.925048828125, 883.2522583007812]","[1243.96435546875, 691.0278930664062]","[1250.371826171875, 723.0653076171875]","[1391.3363037109375, 896.0671997070312]","[1404.1513671875, 915.2896728515625]"
"[1043.55908203125, 532.3366088867188]","[1043.55908203125, 507.2002868652344]","[1024.706787109375, 513.4843139648438]","[1389.1842041015625, 915.6664428710938]","[974.43408203125, 507.2002868652344]","[892.7408447265625, 601.461669921875]","[892.7408447265625, 620.3139038085938]","[930.4454345703125, 582.6094360351562]","[936.7295532226562, 582.6094360351562]","[961.8659057617188, 532.3366088867188]","[949.2976684570312, 513.4843139648438]","[1056.127197265625, 796.2686157226562]","[1043.55908203125, 884.2459106445312]","[1238.365966796875, 689.4390258789062]","[1250.9342041015625, 727.1434936523438]","[1401.75244140625, 896.8141479492188]","[1408.0364990234375, 921.9505004882812]"
"[1059.1566162109375, 532.4956665039062]","[1065.2596435546875, 514.1864624023438]","[1046.9505615234375, 514.1864624023438]","[1388.7215576171875, 880.3696899414062]","[985.9200439453125, 508.08343505859375]","[967.6109008789062, 605.7322998046875]","[900.477294921875, 611.8353881835938]","[943.1986694335938, 587.4231567382812]","[955.4047241210938, 593.5261840820312]","[961.5078125, 538.5986938476562]","[967.6109008789062, 514.1864624023438]","[1059.1566162109375, 801.030029296875]","[1040.847412109375, 886.4728393554688]","[1242.248291015625, 691.1751098632812]","[1254.454345703125, 721.6903076171875]","[1400.927734375, 898.6788940429688]","[1407.03076171875, 923.0911254882812]"
"[1064.583251953125, 532.4867553710938]","[1064.583251953125, 514.1653442382812]","[1046.2618408203125, 514.1653442382812]","[1388.26220703125, 880.59423828125]","[985.1903686523438, 508.05816650390625]","[966.8689575195312, 605.7725219726562]","[899.6903076171875, 611.8796997070312]","[942.4403686523438, 587.4511108398438]","[954.6546630859375, 593.5582275390625]","[966.8689575195312, 538.5939331054688]","[972.9761352539062, 514.1653442382812]","[1058.47607421875, 801.2012939453125]","[1040.1546630859375, 886.7013549804688]","[1241.6905517578125, 691.2726440429688]","[1253.9049072265625, 721.808349609375]","[1400.4765625, 898.9157104492188]","[1406.5836181640625, 923.34423828125]"
"[1080.4171142578125, 534.0592651367188]","[1080.4171142578125, 516.0271606445312]","[1062.385009765625, 516.0271606445312]","[1392.974609375, 906.7239379882812]","[1008.28857421875, 510.01641845703125]","[918.1277465820312, 600.1771850585938]","[912.1170043945312, 606.1879272460938]","[948.1813354492188, 564.1129150390625]","[978.2349243164062, 588.1558227539062]","[972.2242431640625, 540.0700073242188]","[990.2564086914062, 504.0057067871094]","[1068.395751953125, 798.531005859375]","[1044.352783203125, 882.6810913085938]","[1242.70654296875, 690.3380126953125]","[1254.72802734375, 720.3916625976562]","[1398.9853515625, 894.7025146484375]","[1404.99609375, 918.745361328125]"
"[1092.14306640625, 535.2168579101562]","[1092.14306640625, 517.6906127929688]","[1086.3009033203125, 517.6906127929688]","[1390.08984375, 897.4268188476562]","[1039.5640869140625, 511.84844970703125]","[911.0380859375, 599.4799194335938]","[928.5643920898438, 599.4799194335938]","[975.3011474609375, 646.2166748046875]","[992.8274536132812, 581.9536743164062]","[986.9852905273438, 546.9010620117188]","[998.6694946289062, 500.164306640625]","[1062.9324951171875, 798.1111450195312]","[1045.40625, 885.7426147460938]","[1244.0374755859375, 687.1113891601562]","[1261.563720703125, 728.0060424804688]","[1395.931884765625, 897.4268188476562]","[1407.6162109375, 920.7951049804688]"
"[1105.212158203125, 534.5718383789062]","[1111.073486328125, 516.9878540039062]","[1093.489501953125, 516.9878540039062]","[1392.417236328125, 897.9742431640625]","[1040.7374267578125, 505.2652282714844]","[935.233642578125, 599.0464477539062]","[946.956298828125, 599.0464477539062]","[923.510986328125, 587.3237915039062]","[1011.430908203125, 575.6011352539062]","[982.124267578125, 558.0171508789062]","[999.708251953125, 511.1265563964844]","[1064.182861328125, 798.3316040039062]","[1046.5987548828125, 886.2515869140625]","[1245.884033203125, 686.9663696289062]","[1257.606689453125, 727.9956665039062]","[1398.278564453125, 897.9742431640625]","[1404.139892578125, 915.5582275390625]"
"[1105.16015625, 535.1377563476562]","[1111.020263671875, 517.5573120117188]","[1093.4398193359375, 517.5573120117188]","[1392.30712890625, 898.4666137695312]","[1040.6986083984375, 505.8370666503906]","[935.216064453125, 599.5993041992188]","[946.9363403320312, 599.5993041992188]","[923.4957885742188, 587.8790893554688]","[1005.5377807617188, 582.0189208984375]","[982.0972290039062, 552.7182006835938]","[999.6776123046875, 511.69720458984375]","[1064.13916015625, 798.8441772460938]","[1046.5587158203125, 886.7462768554688]","[1245.8035888671875, 687.50146484375]","[1263.384033203125, 722.662353515625]","[1398.167236328125, 898.4666137695312]","[1409.887451171875, 916.0470581054688]"
"[1123.932861328125, 536.9085083007812]","[1118.209228515625, 519.7374877929688]","[1106.7618408203125, 514.0138549804688]","[1392.945068359375, 886.0521240234375]","[1055.2489013671875, 508.2901916503906]","[946.4993286132812, 594.1451416015625]","[957.9465942382812, 599.8688354492188]","[992.2886352539062, 651.3817749023438]","[1020.9069213867188, 588.4214477539062]","[998.0122680664062, 542.6321411132812]","[1015.1832885742188, 519.7374877929688]","[1066.6961669921875, 794.4734497070312]","[1049.525146484375, 886.0521240234375]","[1249.853515625, 691.4474487304688]","[1261.30078125, 725.7894287109375]","[1398.668701171875, 891.7757568359375]","[1410.1160888671875, 914.67041015625]"
"[1128.4239501953125, 540.4722290039062]","[1128.4239501953125, 517.18115234375]","[1116.7784423828125, 517.18115234375]","[1402.0936279296875, 889.837890625]","[1052.72802734375, 505.5356140136719]","[994.50048828125, 581.2315063476562]","[959.5639038085938, 587.0542602539062]","[1011.9688110351562, 668.5729370117188]","[1029.43701171875, 598.6997680664062]","[1000.3232421875, 546.2949829101562]","[1035.259765625, 517.18115234375]","[1070.1962890625, 796.6736450195312]","[1046.9052734375, 884.01513671875]","[1250.701904296875, 686.0411987304688]","[1262.347412109375, 726.800537109375]","[1390.4481201171875, 895.66064453125]","[1407.91650390625, 913.12890625]"
"[1138.900390625, 546.4335327148438]","[1144.7320556640625, 523.1072387695312]","[1133.06884765625, 517.275634765625]","[1407.15283203125, 890.496337890625]","[1068.921630859375, 505.6125183105469]","[969.7848510742188, 581.4229125976562]","[969.7848510742188, 581.4229125976562]","[998.9427490234375, 668.8965454101562]","[1045.5953369140625, 593.0861206054688]","[1063.0899658203125, 552.2650756835938]","[1057.2584228515625, 517.275634765625]","[1068.921630859375, 797.1912231445312]","[1045.5953369140625, 890.496337890625]","[1249.7003173828125, 692.2228393554688]","[1261.363525390625, 727.2123413085938]","[1395.48974609375, 890.496337890625]","[1407.15283203125, 913.8226318359375]"
